GEO_ID,NAME,AREALAND,AREAWATR,AREALAND_SQMI,AREAWATR_SQMI,INTPTLAT,INTPTLON
0500000US01047,"Dallas County, Alabama",2534919602,39124772,978.738,15.106,32.3335263,-87.11436
0500000US01049,"DeKalb County, Alabama",2012620262,4107136,777.077,1.586,34.4609148,-85.8040207
0500000US01051,"Elmore County, Alabama",1601948960,99777799,618.516,38.524,32.597229,-86.1427347
0500000US01053,"Escambia County, Alabama",2448595164,20024887,945.408,7.732,31.1222867,-87.1684097
0500000US01055,"Etowah County, Alabama",1385916764,35022972,535.105,13.522,34.0476407,-86.0342629
0500000US01057,"Fayette County, Alabama",1625693253,4330881,627.684,1.672,33.7161568,-87.7642923
0500000US01059,"Franklin County, Alabama",1641945980,32539346,633.959,12.564,34.4419892,-87.8428144
0500000US01061,"Geneva County, Alabama",1487908432,11567409,574.485,4.466,31.0923822,-85.8210224
0500000US01063,"Greene County, Alabama",1675782054,33416150,647.023,12.902,32.8444965,-87.9642005
0500000US01065,"Hale County, Alabama",1667926667,32403804,643.99,12.511,32.7527958,-87.6230608
0500000US01067,"Henry County, Alabama",1455293386,16620066,561.892,6.417,31.5169779,-85.2399712
0500000US01069,"Houston County, Alabama",1501742235,4795415,579.826,1.852,31.1581831,-85.2964111
0500000US01071,"Jackson County, Alabama",2792044644,126334711,1078.015,48.778,34.764114,-85.9800556
0500000US01073,"Jefferson County, Alabama",2878876058,32657853,1111.54,12.609,33.5534439,-86.8965359
0500000US01075,"Lamar County, Alabama",1566544672,1600679,604.846,0.618,33.7870852,-88.0874309
0500000US01077,"Lauderdale County, Alabama",1730157475,133597557,668.018,51.582,34.9041677,-87.6511075
0500000US01079,"Lawrence County, Alabama",1788864400,68682236,690.684,26.518,34.529776,-87.3218651
0500000US01081,"Lee County, Alabama",1573532974,21510597,607.545,8.305,32.6040644,-85.3530477
0500000US01083,"Limestone County, Alabama",1459209232,113398272,563.404,43.783,34.8102387,-86.9813995
0500000US01085,"Lowndes County, Alabama",1854651875,23271196,716.085,8.985,32.147888,-86.6505859
0500000US01087,"Macon County, Alabama",1576435599,11765503,608.665,4.543,32.3870267,-85.692887
0500000US01089,"Madison County, Alabama",2076138753,28783868,801.602,11.114,34.7642377,-86.5510802
0500000US01091,"Marengo County, Alabama",2530155124,14951685,976.898,5.773,32.2475911,-87.791091
0500000US01093,"Marion County, Alabama",1922657200,3183480,742.342,1.229,34.1382194,-87.881551
0500000US01095,"Marshall County, Alabama",1465531837,148497637,565.845,57.335,34.3095637,-86.3216681
0500000US01097,"Mobile County, Alabama",3184064132,1074011164,1229.374,414.678,30.6845725,-88.1965682
0500000US01099,"Monroe County, Alabama",2656469672,22609681,1025.669,8.73,31.5803531,-87.3833416
0500000US01101,"Montgomery County, Alabama",2034059353,37703222,785.355,14.557,32.2028812,-86.2044615
0500000US01103,"Morgan County, Alabama",1501335553,50196370,579.669,19.381,34.4544844,-86.8464021
0500000US01105,"Perry County, Alabama",1863936201,10902207,719.67,4.209,32.6390053,-87.2938269
0500000US01107,"Pickens County, Alabama",2282835044,22621093,881.408,8.734,33.2968003,-88.0968644
0500000US01109,"Pike County, Alabama",1740645369,2339145,672.067,0.903,31.7986533,-85.9416076
0500000US01111,"Randolph County, Alabama",1503618354,9283013,580.55,3.584,33.2964614,-85.4640637
0500000US01113,"Russell County, Alabama",1660652495,15564412,641.182,6.009,32.2898113,-85.1869798
0500000US01115,"St. Clair County, Alabama",1635759668,56431801,631.57,21.788,33.7194907,-86.3113273
0500000US01117,"Shelby County, Alabama",2034281696,62286215,785.441,24.049,33.2668934,-86.6610071
0500000US01119,"Sumter County, Alabama",2340898915,24634880,903.826,9.512,32.5974811,-88.2000571
0500000US01121,"Talladega County, Alabama",1908347265,60873716,736.817,23.503,33.3693135,-86.1759302
0500000US01123,"Tallapoosa County, Alabama",1855797991,128790986,716.528,49.726,32.8633076,-85.7996176
0500000US01125,"Tuscaloosa County, Alabama",3420980038,78703449,1320.848,30.388,33.2902197,-87.5227834
0500000US01127,"Walker County, Alabama",2048757782,36683003,791.03,14.163,33.7915581,-87.3010936
0500000US01129,"Washington County, Alabama",2797848586,21524393,1080.255,8.311,31.4085035,-88.2124041
0500000US01131,"Wilcox County, Alabama",2299540558,50592191,887.858,19.534,31.9900824,-87.3049349
0500000US01133,"Winston County, Alabama",1587657467,48873867,612.998,18.87,34.1545665,-87.3653458
0500000US02013,"Aleutians East Borough, Alaska",18094314940,20797208728,6986.254,8029.848,55.2450437,-161.9974772
0500000US02016,"Aleutians West Census Area, Alaska",11377885026,25183635754,4393.026,9723.457,51.948964,179.6211882
0500000US02020,"Anchorage Municipality, Alaska",4421121090,620772451,1707.004,239.682,61.1742503,-149.2843294
0500000US02050,"Bethel Census Area, Alaska",1.05253E+11,12735049150,40638.578,4917.03,60.9291413,-160.1526246
0500000US02060,"Bristol Bay Borough, Alaska",1248248809,949842637,481.952,366.736,58.741661,-156.9668053
0500000US02063,"Chugach Census Area, Alaska",24683085007,14538012081,9530.193,5613.158,60.4884737,-146.2030924
0500000US02066,"Copper River Census Area, Alaska",63953072617,1218890955,24692.42,470.616,62.034479,-143.9221674
0500000US02068,"Denali Borough, Alaska",32740165566,66105677,12641.049,25.524,63.6820386,-150.0270164
0500000US02070,"Dillingham Census Area, Alaska",47484825298,5943879883,18333.994,2294.945,59.5433255,-158.2671226
0500000US02090,"Fairbanks North Star Borough, Alaska",18996920890,259490619,7334.752,100.19,64.6704543,-146.4960611
0500000US02100,"Haines Borough, Alaska",6069910088,1042408269,2343.605,402.476,59.0984037,-135.5757906
0500000US02105,"Hoonah-Angoon Census Area, Alaska",16989573435,7803641230,6559.711,3013.003,58.403336,-135.884909
0500000US02110,"Juneau City and Borough, Alaska",7003853675,1426248704,2704.203,550.678,58.3729099,-134.1784454
0500000US02122,"Kenai Peninsula Borough, Alaska",41485210464,22540897216,16017.53,8703.089,60.3666677,-152.3222833
0500000US02130,"Ketchikan Gateway Borough, Alaska",12579623384,4651597936,4857.02,1795.992,55.4499378,-131.1066847
0500000US02150,"Kodiak Island Borough, Alaska",17325674232,14147257374,6689.481,5462.287,57.7044003,-153.9183721
0500000US02158,"Kusilvak Census Area, Alaska",44229459238,6686116460,17077.09,2581.524,62.2835878,-163.1901714
0500000US02164,"Lake and Peninsula Borough, Alaska",61724231553,25989628379,23831.86,10034.652,58.1085067,-156.4134134
0500000US02170,"Matanuska-Susitna Borough, Alaska",63991627244,1445752957,24707.306,558.208,62.2656263,-149.5039935
0500000US02180,"Nome Census Area, Alaska",59490749603,13780642800,22969.508,5320.736,64.7836858,-164.1889119
0500000US02185,"North Slope Borough, Alaska",2.30052E+11,15551062281,88823.624,6004.299,69.4493427,-153.4728302
0500000US02188,"Northwest Arctic Borough, Alaska",92367472818,12837268667,35663.282,4956.497,67.0050655,-160.0210864
0500000US02195,"Petersburg Borough, Alaska",7513110542,2385848260,2900.828,921.181,57.1124581,-133.0085979
0500000US02198,"Prince of Wales-Hyder Census Area, Alaska",13643584003,14612158683,5267.817,5641.786,55.6827733,-133.1623885
0500000US02220,"Sitka City and Borough, Alaska",7433427535,5037735764,2870.063,1945.081,57.1932044,-135.3673965
0500000US02230,"Skagway Municipality, Alaska",1123980973,28784118,433.971,11.114,59.5603794,-135.3382787
0500000US02240,"Southeast Fairbanks Census Area, Alaska",64315282486,749292918,24832.27,289.304,63.8649972,-143.2186282
0500000US02275,"Wrangell City and Borough, Alaska",6620347765,2384381271,2556.131,920.615,56.1807793,-132.0267878
0500000US02282,"Yakutat City and Borough, Alaska",19749306497,3986144517,7625.25,1539.059,60.0175079,-140.4168465
0500000US02290,"Yukon-Koyukuk Census Area, Alaska",3.77055E+11,5947344387,145581.869,2296.283,65.3757271,-151.5778496
0500000US04001,"Apache County, Arizona",29003497251,54139714,11198.313,20.903,35.385084,-109.4901722
0500000US04003,"Cochise County, Arizona",16083471945,17648749,6209.863,6.814,31.8401287,-109.7751627
0500000US04005,"Coconino County, Arizona",48216132682,116637123,18616.354,45.034,35.8296919,-111.7737277
0500000US04007,"Gila County, Arizona",12322068647,96466819,4757.578,37.246,33.7896177,-110.8118696
0500000US04009,"Graham County, Arizona",11970605959,47476264,4621.877,18.331,32.9318277,-109.8783103
0500000US04011,"Greenlee County, Arizona",4772927116,11947401,1842.838,4.613,33.2388723,-109.2423231
0500000US04012,"La Paz County, Arizona",11646086556,36514346,4496.579,14.098,33.7276104,-114.038806
0500000US04013,"Maricopa County, Arizona",23833110838,62124435,9202.016,23.986,33.3451756,-112.4989296
0500000US04015,"Mohave County, Arizona",34530024142,333399390,13332.117,128.726,35.717705,-113.7496891
0500000US04017,"Navajo County, Arizona",25769065747,24121095,9949.492,9.313,35.3907852,-110.3210248
0500000US04019,"Pima County, Arizona",23798578895,5112015,9188.683,1.974,32.128038,-111.7836574
0500000US04021,"Pinal County, Arizona",13899613086,20747212,5366.671,8.011,32.9185207,-111.3663394
0500000US04023,"Santa Cruz County, Arizona",3201899628,3068237,1236.26,1.185,31.525733,-110.8452278
0500000US04025,"Yavapai County, Arizona",21038297493,11358280,8122.932,4.385,34.631071,-112.5772247
0500000US04027,"Yuma County, Arizona",14280726749,13242852,5513.82,5.113,32.7739424,-113.910905
0500000US05001,"Arkansas County, Arkansas",2569631425,120698186,992.14,46.602,34.2895697,-91.3765466
0500000US05003,"Ashley County, Arkansas",2397012344,38656004,925.492,14.925,33.1908354,-91.7722672
0500000US05005,"Baxter County, Arkansas",1434675033,84916246,553.931,32.786,36.2802684,-92.3299488
0500000US05007,"Benton County, Arkansas",2195617603,94872357,847.733,36.63,36.3378189,-94.2562984
0500000US05009,"Boone County, Arkansas",1527375316,31797985,589.723,12.277,36.3042991,-93.0792364
0500000US05011,"Bradley County, Arkansas",1681335016,9505606,649.167,3.67,33.4665491,-92.1691559
0500000US05013,"Calhoun County, Arkansas",1628067843,9887802,628.601,3.818,33.5604604,-92.513879
0500000US05015,"Carroll County, Arkansas",1631504871,22715757,629.928,8.771,36.3373704,-93.5409718
0500000US05017,"Chicot County, Arkansas",1649764401,140413175,636.978,54.214,33.2671393,-91.2971578
0500000US05019,"Clark County, Arkansas",2242855171,43965580,865.971,16.975,34.0533162,-93.1762085
0500000US05021,"Clay County, Arkansas",1655581941,5497697,639.224,2.123,36.3673021,-90.4187041
0500000US05023,"Cleburne County, Arkansas",1434747668,98885396,553.959,38.18,35.5936279,-92.0088982
0500000US05025,"Cleveland County, Arkansas",1548580962,2561701,597.91,0.989,33.8932006,-92.1887141
0500000US05027,"Columbia County, Arkansas",1984098878,1985830,766.065,0.767,33.2230377,-93.2328433
0500000US05029,"Conway County, Arkansas",1429458630,37757457,551.917,14.578,35.2656898,-92.6892494
0500000US05031,"Craighead County, Arkansas",1831541697,14320048,707.162,5.529,35.8277285,-90.6314213
0500000US05033,"Crawford County, Arkansas",1541738662,26917846,595.269,10.393,35.5829594,-94.2361928
0500000US05035,"Crittenden County, Arkansas",1587312632,81689126,612.865,31.54,35.1975594,-90.3051195
0500000US05037,"Cross County, Arkansas",1596255187,15389371,616.318,5.942,35.2856921,-90.7639835
0500000US05039,"Dallas County, Arkansas",1728358302,1731378,667.323,0.668,33.9678233,-92.6539989
0500000US05041,"Desha County, Arkansas",1919768424,185180909,741.227,71.499,33.8287519,-91.2441034
0500000US05043,"Drew County, Arkansas",2146237578,18789748,828.667,7.255,33.5872418,-91.7227781
0500000US05045,"Faulkner County, Arkansas",1676351918,43617755,647.243,16.841,35.1465478,-92.3369277
0500000US05047,"Franklin County, Arkansas",1577218110,28853849,608.967,11.141,35.5085579,-93.8876647
0500000US05049,"Fulton County, Arkansas",1600597359,6357861,617.994,2.455,36.3813225,-91.8192849
0500000US05051,"Garland County, Arkansas",1755013635,147452177,677.615,56.932,34.5788522,-93.1469323
0500000US05053,"Grant County, Arkansas",1636581698,2896901,631.888,1.118,34.2855683,-92.4229794
0500000US05055,"Greene County, Arkansas",1495304329,5273183,577.34,2.036,36.1206072,-90.5663459
0500000US05057,"Hempstead County, Arkansas",1883439299,35737908,727.2,13.798,33.735953,-93.6643553
0500000US05059,"Hot Spring County, Arkansas",1592697300,18725599,614.944,7.23,34.3151767,-92.9441474
0500000US05061,"Howard County, Arkansas",1521182021,21361761,587.332,8.248,34.0830639,-93.9909315
0500000US05063,"Independence County, Arkansas",1978003734,20251226,763.712,7.819,35.7374992,-91.5599423
0500000US05065,"Izard County, Arkansas",1502713749,9576574,580.201,3.698,36.0948792,-91.9136252
0500000US05067,"Jackson County, Arkansas",1641044498,20284491,633.611,7.832,35.5964674,-91.2232051
0500000US05069,"Jefferson County, Arkansas",2259364695,113071690,872.346,43.657,34.277239,-91.929673
0500000US05071,"Johnson County, Arkansas",1711955744,59529090,660.99,22.984,35.5733586,-93.4663223
0500000US05073,"Lafayette County, Arkansas",1371327392,43028603,529.472,16.613,33.2406294,-93.611514
0500000US05075,"Lawrence County, Arkansas",1521690358,12395693,587.528,4.786,36.0410983,-91.1011529
0500000US05077,"Lee County, Arkansas",1553493435,57858191,599.807,22.339,34.7795048,-90.7797172
0500000US05079,"Lincoln County, Arkansas",1449008946,26693606,559.466,10.306,33.9563846,-91.742355
0500000US05081,"Little River County, Arkansas",1375943077,83115227,531.255,32.091,33.7019411,-94.2362871
0500000US05083,"Logan County, Arkansas",1836599802,53969487,709.115,20.838,35.2186538,-93.7209102
0500000US05085,"Lonoke County, Arkansas",1998045643,82719024,771.45,31.938,34.7551137,-91.894132
0500000US05087,"Madison County, Arkansas",2160665381,7455733,834.238,2.879,36.0125452,-93.7240531
0500000US05089,"Marion County, Arkansas",1545182805,112951239,596.598,43.611,36.2666636,-92.6785765
0500000US05091,"Miller County, Arkansas",1616257232,36848741,624.04,14.227,33.3055054,-93.9015018
0500000US05093,"Mississippi County, Arkansas",2336409866,72224609,902.093,27.886,35.7669437,-90.0522072
0500000US05095,"Monroe County, Arkansas",1573316559,35707672,607.461,13.787,34.6795117,-91.2033099
0500000US05097,"Montgomery County, Arkansas",2021363886,52979164,780.453,20.455,34.5456557,-93.664153
0500000US05099,"Nevada County, Arkansas",1600067809,7489490,617.79,2.892,33.6666991,-93.3050716
0500000US05101,"Newton County, Arkansas",2126576327,5935911,821.076,2.292,35.9107423,-93.2158984
0500000US05103,"Ouachita County, Arkansas",1897739680,18183262,732.721,7.021,33.5911684,-92.8784131
0500000US05105,"Perry County, Arkansas",1427953397,24428560,551.336,9.432,34.9463629,-92.9268773
0500000US05107,"Phillips County, Arkansas",1788024156,95966884,690.36,37.053,34.4236874,-90.8555931
0500000US05109,"Pike County, Arkansas",1554861227,35284868,600.335,13.624,34.1581907,-93.6586589
0500000US05111,"Poinsett County, Arkansas",1963975402,13892744,758.295,5.364,35.5688702,-90.6811037
0500000US05113,"Polk County, Arkansas",2219200783,12520930,856.838,4.834,34.4909604,-94.2308942
0500000US05115,"Pope County, Arkansas",2100355867,50772506,810.952,19.603,35.456557,-93.0268181
0500000US05117,"Prairie County, Arkansas",1677059909,72638195,647.516,28.046,34.8311162,-91.5536205
0500000US05119,"Pulaski County, Arkansas",1964159826,126989205,758.366,49.031,34.7703106,-92.312996
0500000US05121,"Randolph County, Arkansas",1688445994,10370824,651.913,4.004,36.3412985,-91.0284409
0500000US05123,"St. Francis County, Arkansas",1644082976,20017606,634.784,7.729,35.0228383,-90.7515058
0500000US05125,"Saline County, Arkansas",1873898608,17955554,723.516,6.933,34.6485246,-92.674463
0500000US05127,"Scott County, Arkansas",2312470680,14373451,892.85,5.55,34.8588693,-94.0636413
0500000US05129,"Searcy County, Arkansas",1724618501,6461828,665.879,2.495,35.8963868,-92.6958884
0500000US05131,"Sebastian County, Arkansas",1375756983,34511833,531.183,13.325,35.1969808,-94.2749889
0500000US05133,"Sevier County, Arkansas",1459636819,45919661,563.569,17.73,33.9948773,-94.2432792
0500000US05135,"Sharp County, Arkansas",1566013574,5209695,604.641,2.011,36.1733989,-91.4710689
0500000US05137,"Stone County, Arkansas",1570673289,8145444,606.44,3.145,35.8570011,-92.1404819
0500000US05139,"Union County, Arkansas",2691170081,42102269,1039.067,16.256,33.1682186,-92.5981447
0500000US05141,"Van Buren County, Arkansas",1837778050,37208224,709.57,14.366,35.5829532,-92.5159757
0500000US05143,"Washington County, Arkansas",2438344183,27900311,941.45,10.772,35.978001,-94.2172695
0500000US05145,"White County, Arkansas",2677959079,20840622,1033.966,8.047,35.2551175,-91.7530339
0500000US05147,"Woodruff County, Arkansas",1517662708,21064563,585.973,8.133,35.1927768,-91.2445353
0500000US05149,"Yell County, Arkansas",2409688595,46994485,930.386,18.145,34.9977133,-93.4083032
0500000US06001,"Alameda County, California",1910010507,216909647,737.459,83.749,37.6471385,-121.912488
0500000US06003,"Alpine County, California",1912292607,12557304,738.34,4.848,38.6217831,-119.7983522
0500000US06005,"Amador County, California",1539967079,29437120,594.585,11.366,38.4435493,-120.653858
0500000US06007,"Butte County, California",4238488659,105260548,1636.49,40.641,39.6653362,-121.6032086
0500000US06009,"Calaveras County, California",2641829627,43797225,1020.016,16.91,38.1910682,-120.5541065
0500000US06011,"Colusa County, California",2980245451,14696164,1150.679,5.674,39.1777385,-122.2375629
0500000US06013,"Contra Costa County, California",1856752855,225364426,716.896,87.014,37.919479,-121.9515431
0500000US06015,"Del Norte County, California",2606049835,578810831,1006.202,223.48,41.7499033,-123.9809983
0500000US06017,"El Dorado County, California",4423288010,203364019,1707.841,78.519,38.7856116,-120.5342245
0500000US06019,"Fresno County, California",15432139286,136609893,5958.383,52.745,36.7610058,-119.6550193
0500000US06021,"Glenn County, California",3403160293,33693351,1313.968,13.009,39.6025462,-122.4016998
0500000US06023,"Humboldt County, California",9241141221,1254150035,3568.025,484.23,40.7066554,-123.9261757
0500000US06025,"Imperial County, California",10814568238,790135127,4175.528,305.073,33.0408143,-115.3554001
0500000US06027,"Inyo County, California",26410783053,77280938,10197.261,29.838,36.5621604,-117.4042092
0500000US06029,"Kern County, California",21068705434,78332288,8134.673,30.244,35.3466288,-118.7295064
0500000US06031,"Kings County, California",3602601921,3164290,1390.972,1.222,36.072478,-119.8155301
0500000US06033,"Lake County, California",3250647505,189100321,1255.082,73.012,39.1080094,-122.7452171
0500000US06035,"Lassen County, California",11762090640,462950977,4541.369,178.746,40.7152866,-120.6212225
0500000US06037,"Los Angeles County, California",10515988121,1785003256,4060.246,689.194,34.1963983,-118.2618616
0500000US06039,"Madera County, California",5534591545,42271836,2136.918,16.321,37.2098213,-119.7498023
0500000US06041,"Marin County, California",1347159145,797808345,520.141,308.036,38.0513667,-122.7463958
0500000US06043,"Mariposa County, California",3752476985,36220865,1448.84,13.985,37.5743432,-119.9117215
0500000US06045,"Mendocino County, California",9082586851,961786019,3506.807,371.348,39.4323876,-123.4428811
0500000US06047,"Merced County, California",5019407135,105277636,1938.004,40.648,37.1948063,-120.7228019
0500000US06049,"Modoc County, California",10225876984,660504011,3948.233,255.022,41.5929185,-120.7183704
0500000US06051,"Mono County, California",7896625264,214695142,3048.904,82.894,37.9158363,-118.8751668
0500000US06053,"Monterey County, California",8499609695,1267806850,3281.718,489.503,36.2401044,-121.3155781
0500000US06055,"Napa County, California",1947606499,104444597,751.975,40.326,38.5070999,-122.3259045
0500000US06057,"Nevada County, California",2480587299,41531993,957.76,16.036,39.2975082,-120.7713429
0500000US06059,"Orange County, California",2053499195,406256078,792.861,156.856,33.6756872,-117.7772068
0500000US06061,"Placer County, California",3644330331,246442517,1407.084,95.152,39.0620323,-120.7227181
0500000US06063,"Plumas County, California",6612400771,156387638,2553.062,60.382,39.9922953,-120.8243709
0500000US06065,"Riverside County, California",18671879658,242864215,7209.253,93.77,33.7298275,-116.0022389
0500000US06067,"Sacramento County, California",2500063005,75323439,965.28,29.083,38.4501363,-121.3443291
0500000US06069,"San Benito County, California",3596591086,4719300,1388.652,1.822,36.6116507,-121.0858108
0500000US06071,"San Bernardino County, California",51976311343,96418184,20068.167,37.227,34.8566615,-116.1815707
0500000US06073,"San Diego County, California",10905039592,816542690,4210.46,315.269,33.0236041,-116.7761174
0500000US06075,"San Francisco County, California",120951669,479702222,46.7,185.214,37.7272391,-123.0322294
0500000US06077,"San Joaquin County, California",3605878836,89000661,1392.238,34.363,37.9349815,-121.272244
0500000US06079,"San Luis Obispo County, California",8549140866,815650229,3300.842,314.924,35.3881891,-120.4488974
0500000US06081,"San Mateo County, California",1161882952,757162988,448.606,292.342,37.4146725,-122.3715457
0500000US06083,"Santa Barbara County, California",7080874935,2729198796,2733.941,1053.75,34.5366774,-120.0383645
0500000US06085,"Santa Clara County, California",3343892718,33595850,1291.084,12.971,37.2216142,-121.6895401
0500000US06087,"Santa Cruz County, California",1152818089,419720203,445.106,162.055,37.0123466,-122.0077889
0500000US06089,"Shasta County, California",9778891285,185818272,3775.651,71.745,40.7605142,-122.0435558
0500000US06091,"Sierra County, California",2468694578,23299110,953.168,8.996,39.5769252,-120.5219926
0500000US06093,"Siskiyou County, California",16261931187,179151859,6278.767,69.171,41.5879861,-122.5332868
0500000US06095,"Solano County, California",2128287126,218615209,821.736,84.408,38.2672255,-121.939594
0500000US06097,"Sonoma County, California",4080103614,497291856,1575.337,192.005,38.5251824,-122.9261095
0500000US06099,"Stanislaus County, California",3875010968,46378776,1496.15,17.907,37.5623162,-121.0028311
0500000US06101,"Sutter County, California",1560975502,14811541,602.696,5.719,39.0361898,-121.7039397
0500000US06103,"Tehama County, California",7638229380,33767224,2949.137,13.038,40.1261573,-122.2322737
0500000US06105,"Trinity County, California",8234265080,73407950,3179.268,28.343,40.6478582,-123.114666
0500000US06107,"Tulare County, California",12493840856,37260863,4823.899,14.387,36.2288339,-118.7810551
0500000US06109,"Tuolumne County, California",5752133236,138668835,2220.911,53.54,38.0214344,-119.9647335
0500000US06111,"Ventura County, California",4767585000,947376202,1840.775,365.784,34.3587477,-119.1331453
0500000US06113,"Yolo County, California",2623627933,22888380,1012.988,8.837,38.6796091,-121.90275
0500000US06115,"Yuba County, California",1636887866,31084093,632.006,12.002,39.27013,-121.3442587
0500000US08001,"Adams County, Colorado",3021842651,43699739,1166.74,16.873,39.8743252,-104.3318718
0500000US08003,"Alamosa County, Colorado",1871643028,1670455,722.645,0.645,37.5684423,-105.7880414
0500000US08005,"Arapahoe County, Colorado",2066509941,19798771,797.884,7.644,39.6445537,-104.3317065
0500000US08007,"Archuleta County, Colorado",3496712165,13740247,1350.088,5.305,37.2023952,-107.0508634
0500000US08009,"Baca County, Colorado",6617400566,6142192,2554.993,2.372,37.3097802,-102.5437412
0500000US08011,"Bent County, Colorado",3918255147,73141519,1512.847,28.24,37.9318907,-103.0775841
0500000US08013,"Boulder County, Colorado",1881327883,36482864,726.385,14.086,40.0949663,-105.3977018
0500000US08014,"Broomfield County, Colorado",85387137,1502572,32.968,0.58,39.9535933,-105.0507868
0500000US08015,"Chaffee County, Colorado",2624715693,3999975,1013.408,1.544,38.7345986,-106.3000246
0500000US08017,"Cheyenne County, Colorado",4605713958,8166129,1778.276,3.153,38.8356456,-102.6017914
0500000US08019,"Clear Creek County, Colorado",1023234059,3274900,395.073,1.264,39.6894025,-105.6707833
0500000US08021,"Conejos County, Colorado",3334423894,9235012,1287.428,3.566,37.2134065,-106.1764473
0500000US08023,"Costilla County, Colorado",3179452305,8828906,1227.593,3.409,37.2775474,-105.4289399
0500000US08025,"Crowley County, Colorado",2039427879,33422981,787.428,12.905,38.3061801,-103.7727363
0500000US08027,"Custer County, Colorado",1913031985,3364150,738.626,1.299,38.1019955,-105.3735123
0500000US08029,"Delta County, Colorado",2958090989,16786781,1142.125,6.481,38.8614231,-107.8650433
0500000US08031,"Denver County, Colorado",396460145,4275563,153.074,1.651,39.7618502,-104.8811054
0500000US08033,"Dolores County, Colorado",2763958508,2716141,1067.17,1.049,37.7338227,-108.5062192
0500000US08035,"Douglas County, Colorado",2177889325,6795841,840.888,2.624,39.325414,-104.9259871
0500000US08037,"Eagle County, Colorado",4362757704,18967163,1684.47,7.323,39.6269919,-106.6951694
0500000US08039,"Elbert County, Colorado",4791700174,442147,1850.086,0.171,39.3151572,-104.1140759
0500000US08041,"El Paso County, Colorado",5507392242,7065030,2126.416,2.728,38.8273831,-104.5274718
0500000US08043,"Fremont County, Colorado",3972613660,2235544,1533.835,0.863,38.4551697,-105.4249582
0500000US08045,"Garfield County, Colorado",7633796656,21707241,2947.425,8.381,39.5993517,-107.9097802
0500000US08047,"Gilpin County, Colorado",388556748,942056,150.023,0.364,39.8611555,-105.5288778
0500000US08049,"Grand County, Colorado",4782276778,59886083,1846.447,23.122,40.1130652,-106.1108366
0500000US08051,"Gunnison County, Colorado",8389334152,53070998,3239.14,20.491,38.6704993,-107.0568798
0500000US08053,"Hinsdale County, Colorado",2893614472,15324685,1117.231,5.917,37.8115187,-107.3839736
0500000US08055,"Huerfano County, Colorado",4120756305,5792101,1591.033,2.236,37.6878154,-104.9599278
0500000US08057,"Jackson County, Colorado",4179530231,18750017,1613.726,7.239,40.6634319,-106.3292476
0500000US08059,"Jefferson County, Colorado",1979743477,25071356,764.383,9.68,39.5795106,-105.245462
0500000US08061,"Kiowa County, Colorado",4578603586,47032918,1767.809,18.16,38.387663,-102.7568494
0500000US08063,"Kit Carson County, Colorado",5596501950,2251929,2160.822,0.869,39.3053399,-102.6030226
0500000US08065,"Lake County, Colorado",976215864,18111565,376.919,6.993,39.2053405,-106.350079
