".Tehama County, California","65,905","64,451"
".Trinity County, California","16,116","15,642"
".Tulare County, California","473,121","483,546"
".Tuolumne County, California","55,623","53,893"
".Ventura County, California","844,363","835,427"
".Yolo County, California","217,867","225,251"
".Yuba County, California","81,575","87,469"
".Adams County, Colorado","519,575","542,973"
".Alamosa County, Colorado","16,377","16,689"
".Arapahoe County, Colorado","655,077","666,918"
".Archuleta County, Colorado","13,355","14,112"
".Baca County, Colorado","3,510","3,367"
".Bent County, Colorado","5,651","5,779"
".Boulder County, Colorado","330,770","330,262"
".Broomfield County, Colorado","74,106","78,323"
".Chaffee County, Colorado","19,476","20,780"
".Cheyenne County, Colorado","1,749","1,712"
".Clear Creek County, Colorado","9,360","9,076"
".Conejos County, Colorado","7,459","7,549"
".Costilla County, Colorado","3,496","3,686"
".Crowley County, Colorado","5,917","5,600"
".Custer County, Colorado","4,708","5,553"
".Delta County, Colorado","31,197","32,215"
".Denver County, Colorado","715,513","729,019"
".Dolores County, Colorado","2,325","2,467"
".Douglas County, Colorado","357,990","393,995"
".Eagle County, Colorado","55,722","54,330"
".Elbert County, Colorado","26,046","29,382"
".El Paso County, Colorado","731,781","752,772"
".Fremont County, Colorado","48,937","50,093"
".Garfield County, Colorado","61,689","63,167"
".Gilpin County, Colorado","5,802","5,963"
".Grand County, Colorado","15,714","16,154"
".Gunnison County, Colorado","16,919","17,310"
".Hinsdale County, Colorado",783,747
".Huerfano County, Colorado","6,812","6,988"
".Jackson County, Colorado","1,380","1,273"
".Jefferson County, Colorado","582,944","578,533"
".Kiowa County, Colorado","1,445","1,392"
".Kit Carson County, Colorado","7,081","7,080"
".Lake County, Colorado","7,436","7,369"
".La Plata County, Colorado","55,638","56,823"
".Larimer County, Colorado","359,065","374,574"
".Las Animas County, Colorado","14,563","14,518"
".Lincoln County, Colorado","5,673","5,598"
".Logan County, Colorado","21,529","20,755"
".Mesa County, Colorado","155,705","161,260"
".Mineral County, Colorado",865,933
".Moffat County, Colorado","13,293","13,142"
".Montezuma County, Colorado","25,848","26,841"
".Montrose County, Colorado","42,678","44,806"
".Morgan County, Colorado","29,112","30,300"
".Otero County, Colorado","18,686","17,991"
".Ouray County, Colorado","4,880","5,197"
".Park County, Colorado","17,393","18,316"
".Phillips County, Colorado","4,536","4,488"
".Pitkin County, Colorado","17,366","16,643"
".Prowers County, Colorado","12,003","11,957"
".Pueblo County, Colorado","168,162","169,866"
".Rio Blanco County, Colorado","6,526","6,607"
".Rio Grande County, Colorado","11,543","11,132"
".Routt County, Colorado","24,831","25,243"
".Saguache County, Colorado","6,373","6,670"
".San Juan County, Colorado",701,821
".San Miguel County, Colorado","8,070","7,819"
".Sedgwick County, Colorado","2,401","2,257"
".Summit County, Colorado","31,292","30,882"
".Teller County, Colorado","24,706","24,862"
".Washington County, Colorado","4,818","4,771"
".Weld County, Colorado","328,986","369,745"
".Yuma County, Colorado","9,980","10,048"
".Capitol Planning Region, Connecticut","977,685","991,508"
".Greater Bridgeport Planning Region, Connecticut","325,778","335,666"
".Lower Connecticut River Valley Planning Region, Connecticut","174,224","177,540"
".Naugatuck Valley Planning Region, Connecticut","450,166","462,220"
".Northeastern Connecticut Planning Region, Connecticut","95,344","97,701"
".Northwest Hills Planning Region, Connecticut","112,456","114,101"
".South Central Connecticut Planning Region, Connecticut","570,732","576,718"
".Southeastern Connecticut Planning Region, Connecticut","280,432","282,602"
".Western Connecticut Planning Region, Connecticut","620,884","637,013"
".Kent County, Delaware","181,844","192,690"
".New Castle County, Delaware","570,721","588,093"
".Sussex County, Delaware","237,390","271,134"
".District of Columbia, District of Columbia","689,545","702,250"
".Alachua County, Florida","278,474","291,782"
".Baker County, Florida","28,264","29,325"
".Bay County, Florida","175,210","199,718"
".Bradford County, Florida","28,305","28,075"
".Brevard County, Florida","606,607","658,447"
".Broward County, Florida","1,944,404","2,037,472"
".Calhoun County, Florida","13,642","13,278"
".Charlotte County, Florida","186,824","212,122"
".Citrus County, Florida","153,845","170,174"
".Clay County, Florida","218,245","236,760"
".Collier County, Florida","375,761","416,233"
".Columbia County, Florida","69,698","73,977"
".DeSoto County, Florida","33,975","36,744"
".Dixie County, Florida","16,756","17,614"
".Duval County, Florida","995,561","1,055,159"
".Escambia County, Florida","321,904","331,275"
".Flagler County, Florida","115,375","136,744"
".Franklin County, Florida","12,454","12,979"
".Gadsden County, Florida","43,819","44,151"
".Gilchrist County, Florida","17,860","20,233"
".Glades County, Florida","12,126","13,132"
".Gulf County, Florida","14,195","15,876"
".Hamilton County, Florida","14,004","14,334"
".Hardee County, Florida","25,332","26,068"
".Hendry County, Florida","39,619","46,130"
".Hernando County, Florida","194,510","218,150"
".Highlands County, Florida","101,232","109,778"
".Hillsborough County, Florida","1,459,774","1,581,426"
".Holmes County, Florida","19,655","19,876"
".Indian River County, Florida","159,789","172,139"
".Jackson County, Florida","47,316","49,980"
".Jefferson County, Florida","14,512","15,921"
".Lafayette County, Florida","8,228","8,640"
".Lake County, Florida","383,964","444,204"
".Lee County, Florida","760,822","860,959"
".Leon County, Florida","292,207","300,488"
".Levy County, Florida","42,913","47,765"
".Liberty County, Florida","7,979","7,955"
".Madison County, Florida","17,971","18,364"
".Manatee County, Florida","399,716","458,352"
".Marion County, Florida","375,902","428,905"
".Martin County, Florida","158,430","165,666"
".Miami-Dade County, Florida","2,701,751","2,838,461"
".Monroe County, Florida","82,870","80,908"
".Nassau County, Florida","90,356","104,376"
".Okaloosa County, Florida","211,662","220,483"
".Okeechobee County, Florida","39,640","42,369"
".Orange County, Florida","1,429,910","1,533,646"
".Osceola County, Florida","388,661","468,058"
".Palm Beach County, Florida","1,492,202","1,582,055"
".Pasco County, Florida","561,890","659,114"
".Pinellas County, Florida","959,111","965,870"
".Polk County, Florida","725,036","852,878"
".Putnam County, Florida","73,325","77,301"
".St. Johns County, Florida","273,423","334,928"
".St. Lucie County, Florida","329,224","390,670"
".Santa Rosa County, Florida","187,998","207,653"
".Sarasota County, Florida","434,008","476,604"
".Seminole County, Florida","470,852","494,605"
".Sumter County, Florida","129,753","154,693"
".Suwannee County, Florida","43,473","47,536"
".Taylor County, Florida","21,797","21,843"
".Union County, Florida","16,141","15,738"
".Volusia County, Florida","553,544","602,772"
".Wakulla County, Florida","33,766","37,115"
".Walton County, Florida","75,309","89,666"
".Washington County, Florida","25,311","26,503"
".Appling County, Georgia","18,443","18,669"
".Atkinson County, Georgia","8,289","8,435"
".Bacon County, Georgia","11,143","11,045"
".Baker County, Georgia","2,873","2,732"
".Baldwin County, Georgia","43,791","43,644"
".Banks County, Georgia","18,092","20,318"
".Barrow County, Georgia","83,527","96,294"
".Bartow County, Georgia","108,900","117,508"
".Ben Hill County, Georgia","17,191","16,945"
".Berrien County, Georgia","18,159","18,666"
".Bibb County, Georgia","157,345","157,056"
".Bleckley County, Georgia","12,585","12,626"
".Brantley County, Georgia","18,021","18,795"
".Brooks County, Georgia","16,300","16,344"
".Bryan County, Georgia","44,739","51,105"
".Bulloch County, Georgia","79,643","85,454"
".Burke County, Georgia","24,598","24,472"
".Butts County, Georgia","25,438","27,127"
".Calhoun County, Georgia","5,575","5,441"
".Camden County, Georgia","54,770","59,099"
".Candler County, Georgia","10,991","11,130"
".Carroll County, Georgia","119,132","129,911"
".Catoosa County, Georgia","67,873","68,940"
".Charlton County, Georgia","12,516","13,021"
".Chatham County, Georgia","295,264","307,336"
".Chattahoochee County, Georgia","9,569","8,548"
".Chattooga County, Georgia","24,971","25,306"
".Cherokee County, Georgia","266,600","293,513"
".Clarke County, Georgia","128,662","129,995"
".Clay County, Georgia","2,846","2,815"
".Clayton County, Georgia","299,394","297,703"
".Clinch County, Georgia","6,745","6,871"
".Cobb County, Georgia","766,086","787,538"
".Coffee County, Georgia","43,088","43,851"
".Colquitt County, Georgia","45,899","46,977"
".Columbia County, Georgia","156,011","167,472"
".Cook County, Georgia","17,231","17,984"
".Coweta County, Georgia","146,169","158,233"
".Crawford County, Georgia","12,126","12,349"
".Crisp County, Georgia","20,130","19,468"
".Dade County, Georgia","16,246","16,068"
".Dawson County, Georgia","26,797","33,748"
".Decatur County, Georgia","29,367","29,391"
".DeKalb County, Georgia","764,532","770,307"
".Dodge County, Georgia","20,002","19,630"
".Dooly County, Georgia","11,214","11,186"
".Dougherty County, Georgia","85,796","82,418"
".Douglas County, Georgia","144,336","151,887"
".Early County, Georgia","10,851","10,444"
".Echols County, Georgia","3,704","3,698"
".Effingham County, Georgia","64,792","73,148"
".Elbert County, Georgia","19,634","20,152"
".Emanuel County, Georgia","22,772","23,224"
".Evans County, Georgia","10,776","10,869"
".Fannin County, Georgia","25,320","25,854"
".Fayette County, Georgia","119,196","125,107"
".Floyd County, Georgia","98,580","101,390"
".Forsyth County, Georgia","251,285","280,096"
".Franklin County, Georgia","23,429","25,208"
".Fulton County, Georgia","1,066,546","1,090,354"
".Gilmer County, Georgia","31,342","33,327"
".Glascock County, Georgia","2,880","3,008"
".Glynn County, Georgia","84,505","86,540"
".Gordon County, Georgia","57,548","60,765"
".Grady County, Georgia","26,238","26,271"
".Greene County, Georgia","18,915","21,091"
".Gwinnett County, Georgia","957,290","1,003,869"
".Habersham County, Georgia","46,029","49,665"
".Hall County, Georgia","202,823","221,745"
".Hancock County, Georgia","8,733","8,683"
".Haralson County, Georgia","29,918","32,404"
".Harris County, Georgia","34,667","36,929"
".Hart County, Georgia","25,831","28,052"
".Heard County, Georgia","11,410","12,119"
".Henry County, Georgia","240,705","259,315"
".Houston County, Georgia","163,640","174,897"
".Irwin County, Georgia","9,666","9,155"
".Jackson County, Georgia","75,918","93,825"
".Jasper County, Georgia","14,598","17,219"
".Jeff Davis County, Georgia","14,779","15,119"
".Jefferson County, Georgia","15,709","15,019"
".Jenkins County, Georgia","8,675","8,836"
".Johnson County, Georgia","9,188","9,178"
".Jones County, Georgia","28,349","29,047"
".Lamar County, Georgia","18,502","20,690"
".Lanier County, Georgia","9,882","10,464"
".Laurens County, Georgia","49,573","50,287"
".Lee County, Georgia","33,159","34,073"
".Liberty County, Georgia","65,284","68,607"
".Lincoln County, Georgia","7,688","8,049"
".Long County, Georgia","16,151","20,439"
".Lowndes County, Georgia","118,253","122,082"
".Lumpkin County, Georgia","33,487","36,016"
".McDuffie County, Georgia","21,632","21,764"
".McIntosh County, Georgia","10,972","11,800"
".Macon County, Georgia","12,078","11,831"
".Madison County, Georgia","30,127","32,771"
".Marion County, Georgia","7,503","7,635"
".Meriwether County, Georgia","20,622","21,439"
".Miller County, Georgia","6,000","5,824"
".Mitchell County, Georgia","21,766","20,329"
".Monroe County, Georgia","27,957","31,437"
".Montgomery County, Georgia","8,602","8,566"
".Morgan County, Georgia","20,100","21,940"
".Murray County, Georgia","39,975","41,316"
".Muscogee County, Georgia","206,918","201,830"
".Newton County, Georgia","112,529","124,010"
".Oconee County, Georgia","41,804","44,751"
".Oglethorpe County, Georgia","14,823","16,172"
".Paulding County, Georgia","168,651","188,549"
".Peach County, Georgia","27,988","29,213"
".Pickens County, Georgia","33,222","36,580"
".Pierce County, Georgia","19,713","20,669"
".Pike County, Georgia","18,885","20,669"
".Polk County, Georgia","42,848","44,610"
".Pulaski County, Georgia","9,857","10,180"
".Putnam County, Georgia","22,044","23,383"
".Quitman County, Georgia","2,234","2,323"
".Rabun County, Georgia","16,879","17,711"
".Randolph County, Georgia","6,417","6,085"
".Richmond County, Georgia","206,601","206,303"
".Rockdale County, Georgia","93,513","97,610"
".Schley County, Georgia","4,550","4,503"
".Screven County, Georgia","14,065","14,325"
".Seminole County, Georgia","9,152","9,274"
".Spalding County, Georgia","67,301","70,292"
".Stephens County, Georgia","26,776","27,498"
".Stewart County, Georgia","5,311","4,809"
".Sumter County, Georgia","29,614","28,972"
".Talbot County, Georgia","5,733","5,755"
".Taliaferro County, Georgia","1,558","1,620"
".Tattnall County, Georgia","24,287","24,275"
".Taylor County, Georgia","7,815","7,783"
".Telfair County, Georgia","12,472","11,000"
".Terrell County, Georgia","9,184","8,698"
".Thomas County, Georgia","45,800","46,054"
".Tift County, Georgia","41,359","41,708"
".Toombs County, Georgia","27,030","27,488"
".Towns County, Georgia","12,490","13,184"
".Treutlen County, Georgia","6,397","6,420"
".Troup County, Georgia","69,432","71,513"
".Turner County, Georgia","9,002","9,023"
".Twiggs County, Georgia","8,022","7,728"
".Union County, Georgia","24,625","27,601"
".Upson County, Georgia","27,696","28,358"
".Walker County, Georgia","67,658","69,340"
".Walton County, Georgia","96,636","109,792"
".Ware County, Georgia","36,247","36,222"
".Warren County, Georgia","5,215","5,148"
".Washington County, Georgia","19,998","19,834"
".Wayne County, Georgia","30,141","32,132"
".Webster County, Georgia","2,349","2,315"
".Wheeler County, Georgia","7,482","7,076"
".White County, Georgia","28,004","29,668"
".Whitfield County, Georgia","102,873","105,070"
".Wilcox County, Georgia","8,769","8,904"
".Wilkes County, Georgia","9,561","9,567"
".Wilkinson County, Georgia","8,881","8,667"
".Worth County, Georgia","20,775","20,262"
".Hawaii County, Hawaii","200,629","209,790"
".Honolulu County, Hawaii","1,016,494","998,747"
".Kalawao County, Hawaii",80,81
".Kauai County, Hawaii","73,292","73,840"
".Maui County, Hawaii","164,757","163,688"
".Ada County, Idaho","494,969","535,799"
".Adams County, Idaho","4,379","4,998"
".Bannock County, Idaho","87,023","91,010"
".Bear Lake County, Idaho","6,370","6,779"
".Benewah County, Idaho","9,532","10,529"
".Bingham County, Idaho","47,983","50,889"
".Blaine County, Idaho","24,274","25,261"
".Boise County, Idaho","7,613","8,581"
".Bonner County, Idaho","47,109","53,955"
".Bonneville County, Idaho","123,957","133,644"
".Boundary County, Idaho","12,060","14,040"
".Butte County, Idaho","2,575","2,735"
".Camas County, Idaho","1,074","1,247"
".Canyon County, Idaho","231,116","266,892"
".Caribou County, Idaho","7,030","7,239"
".Cassia County, Idaho","24,685","25,976"
".Clark County, Idaho",790,794
".Clearwater County, Idaho","8,730","9,151"
".Custer County, Idaho","4,276","4,597"
".Elmore County, Idaho","28,674","29,729"
".Franklin County, Idaho","14,194","15,638"
".Fremont County, Idaho","13,385","14,399"
".Gem County, Idaho","19,127","21,857"
".Gooding County, Idaho","15,608","16,189"
".Idaho County, Idaho","16,544","17,912"
".Jefferson County, Idaho","30,891","34,854"
".Jerome County, Idaho","24,238","26,056"
".Kootenai County, Idaho","171,362","188,323"
".Latah County, Idaho","39,521","42,180"
".Lemhi County, Idaho","7,975","8,397"
".Lewis County, Idaho","3,523","3,728"
".Lincoln County, Idaho","5,129","5,556"
".Madison County, Idaho","52,911","55,549"
".Minidoka County, Idaho","21,584","22,691"
".Nez Perce County, Idaho","42,091","42,847"
".Oneida County, Idaho","4,564","4,976"
".Owyhee County, Idaho","11,918","12,748"
".Payette County, Idaho","25,385","27,662"
".Power County, Idaho","7,879","8,381"
".Shoshone County, Idaho","13,173","14,074"
".Teton County, Idaho","11,630","12,932"
".Twin Falls County, Idaho","90,048","96,509"
".Valley County, Idaho","11,742","12,777"
".Washington County, Idaho","10,499","11,539"
".Adams County, Illinois","65,736","64,109"
".Alexander County, Illinois","5,241","4,594"
".Bond County, Illinois","16,895","16,576"
".Boone County, Illinois","53,446","53,313"
".Brown County, Illinois","6,250","6,307"
".Bureau County, Illinois","33,274","32,486"
".Calhoun County, Illinois","4,434","4,224"
".Carroll County, Illinois","15,714","15,444"
".Cass County, Illinois","13,034","12,713"
".Champaign County, Illinois","206,455","212,374"
".Christian County, Illinois","34,059","33,247"
".Clark County, Illinois","15,481","15,076"
".Clay County, Illinois","13,289","12,821"
".Clinton County, Illinois","36,903","37,087"
".Coles County, Illinois","47,192","46,423"
".Cook County, Illinois","5,278,969","5,182,617"
".Crawford County, Illinois","18,659","18,388"
".Cumberland County, Illinois","10,457","10,305"
".DeKalb County, Illinois","100,514","101,335"
".De Witt County, Illinois","15,521","15,319"
".Douglas County, Illinois","19,751","19,824"
".DuPage County, Illinois","933,031","937,142"
".Edgar County, Illinois","16,876","16,398"
".Edwards County, Illinois","6,244","5,984"
".Effingham County, Illinois","34,679","34,602"
".Fayette County, Illinois","21,490","21,157"
".Ford County, Illinois","13,522","13,451"
".Franklin County, Illinois","37,820","37,033"
".Fulton County, Illinois","33,673","32,510"
".Gallatin County, Illinois","4,954","4,690"
".Greene County, Illinois","11,986","11,417"
".Grundy County, Illinois","52,554","53,835"
".Hamilton County, Illinois","7,989","7,818"
".Hancock County, Illinois","17,628","17,008"
".Hardin County, Illinois","3,651","3,550"
".Henderson County, Illinois","6,385","6,048"
".Henry County, Illinois","49,289","48,177"
".Iroquois County, Illinois","27,063","26,067"
".Jackson County, Illinois","53,338","53,199"
".Jasper County, Illinois","9,300","9,092"
".Jefferson County, Illinois","37,113","36,107"
".Jersey County, Illinois","21,513","21,150"
".Jo Daviess County, Illinois","22,082","21,528"
".Johnson County, Illinois","13,307","13,320"
".Kane County, Illinois","516,722","520,997"
".Kankakee County, Illinois","107,647","106,410"
".Kendall County, Illinois","131,863","143,171"
".Knox County, Illinois","49,970","48,716"
".Lake County, Illinois","714,412","718,604"
".LaSalle County, Illinois","109,646","108,390"
".Lawrence County, Illinois","15,307","14,801"
".Lee County, Illinois","34,151","33,544"
".Livingston County, Illinois","35,848","35,375"
".Logan County, Illinois","27,987","27,518"
".McDonough County, Illinois","27,250","26,662"
".McHenry County, Illinois","310,289","315,959"
".McLean County, Illinois","171,241","172,069"
".Macon County, Illinois","103,996","100,737"
".Macoupin County, Illinois","45,039","43,895"
".Madison County, Illinois","265,972","263,017"
".Marion County, Illinois","37,738","36,437"
